saturation_ratio,redundant_ro_calls,total_ro_calls,late_readonly_fraction,loop_fraction,loop_steps,stagnation_fraction,stagnation_windows,total_stag_windows,novelty_drop,error_shift,n_steps_used,task_idx,subtask_idx,task_id,is_final,subtask_description,n_steps,n_errors,n_api_calls,n_readonly_calls,n_unique_api_fqs,step_of_first_complete_task,n_complete_task_calls,chars_assistant,chars_output,final_score,final_success
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,28,2,df61dc5_2,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,10,0.0,0.0,0,0.0,0,4,0.0,0.0,8,28,3,df61dc5_2,True,Like all the venmo transactions of the ongoing month to and from my friends.,8,0,14,10,8,7,1,3035,27399,0.8571428571428571,0.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,29,0,df61dc5_3,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2807,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,29,1,df61dc5_3,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,29,2,df61dc5_3,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.05263157894736842,1,19,0.05263157894736842,0.0,0,0.0,0,9,0.0,0.0,13,29,3,df61dc5_3,True,Like all the venmo transactions of the ongoing year to and from my coworkers.,13,0,23,19,10,12,1,4250,45431,0.8571428571428571,0.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,30,0,383cbac_1,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2812,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,30,1,383cbac_1,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,30,2,383cbac_1,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,7,0.0,0.0,0,0.0,0,7,0.5,0.0,11,30,3,383cbac_1,True,"I went on dinner with my coworkers yesterday at Azure Harbor Bistro. My manager paid for food and everyone venmoed them. Everyones' transactions except mine should be on my social feed. My share was $38. How much did my manager pay for the others, including me, yesterday?",11,0,9,7,6,10,1,1308,32122,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,31,0,383cbac_2,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2808,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,31,1,383cbac_2,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,31,2,383cbac_2,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,9,0.0,0.0,0,0.0,0,9,0.19999999999999996,0.0,13,31,3,383cbac_2,True,"I went on lunch with my coworkers yesterday at Enchanted Eats. My manager paid for food and everyone venmoed them. Everyones' transactions except mine should be on my social feed. My share was $20. How much did my manager pay for the others, including me, yesterday?",13,0,11,9,6,12,1,1963,27685,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,32,0,383cbac_3,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2804,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,32,1,383cbac_3,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,32,2,383cbac_3,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,8,0.0,0.0,0,0.0,0,6,0.19999999999999996,0.0,10,32,3,383cbac_3,True,"I went on dinner with my coworkers yesterday at Whimsical Bites. My manager paid for food and everyone venmoed them. Everyones' transactions except mine should be on my social feed. My share was $34. How much did my manager pay for the others, including me, yesterday?",10,0,10,8,6,9,1,1459,12960,0.5,0.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,33,0,23cf851_1,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2805,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,33,1,23cf851_1,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,33,2,23cf851_1,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,8,0.0,0.0,0,0.0,0,6,0.4,0.0,10,33,3,23cf851_1,True,"How many likes did all Venmo transactions, I sent this month, have in total?",10,0,10,8,6,9,1,1470,14395,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,34,0,23cf851_2,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2806,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,34,1,23cf851_2,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,34,2,23cf851_2,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,9,0.0,0.0,0,0.0,0,3,0.0,0.0,7,34,3,23cf851_2,True,"How many likes did all Venmo transactions, I received this year, have in total?",7,0,11,9,7,6,1,1468,16176,0.5,0.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,35,0,23cf851_3,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2805,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,35,1,23cf851_3,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,35,2,23cf851_3,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,6,0.0,0.0,0,0.0,0,3,0.0,0.0,7,35,3,23cf851_3,True,"How many likes did all Venmo transactions, I sent or received this month, have in total?",7,0,8,6,5,6,1,1602,7666,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,36,0,57c3486_1,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2806,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,36,1,57c3486_1,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,36,2,57c3486_1,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.07142857142857142,1,14,0.14285714285714285,0.0,0,0.0,0,12,0.33333333333333337,0.0,16,36,3,57c3486_1,True,Like all the songs from the artists I follow on Spotify.,16,0,17,14,9,15,1,3193,20783,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,37,0,57c3486_2,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2810,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,37,1,57c3486_2,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,37,2,57c3486_2,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.08333333333333333,1,12,0.08333333333333333,0.0,0,0.0,0,5,0.16666666666666663,0.0,9,37,3,57c3486_2,True,Like all the songs from the artists I follow on Spotify.,9,0,15,12,8,8,1,3161,12789,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,38,0,57c3486_3,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2806,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,38,1,57c3486_3,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,38,2,57c3486_3,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.07692307692307693,1,13,0.07692307692307693,0.0,0,0.0,0,4,0.5,0.0,8,38,3,57c3486_3,True,Like all the songs from the artists I follow on Spotify.,8,0,16,13,8,7,1,3744,10692,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,39,0,68ee2c9_1,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2805,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,39,1,68ee2c9_1,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,39,2,68ee2c9_1,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.13333333333333333,2,15,0.0,0.0,0,0.0,0,9,0.5714285714285714,0.0,13,39,3,68ee2c9_1,True,"In my file system, add the prefix ""YYYY-MM-DD_"" to all file names in the ~/downloads/ directory, based on their creation dates, and then move all files not from this year to ~/trash/.",13,0,19,15,9,12,1,4210,21265,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,40,0,68ee2c9_2,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2808,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,40,1,68ee2c9_2,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,40,2,68ee2c9_2,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.07692307692307693,1,13,0.0,0.0,0,0.0,0,3,0.4,0.0,7,40,3,68ee2c9_2,True,"In my file system, add the prefix ""YYYY_MM_DD-"" to all file names in the ~/downloaded_files/ directory, based on their creation dates, and then move all files not from this year to ~/recycle_bin/.",7,0,17,13,8,6,1,4300,13861,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,41,0,68ee2c9_3,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2805,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,41,1,68ee2c9_3,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,41,2,68ee2c9_3,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.07692307692307693,1,13,0.0,0.0,0,0.0,0,5,0.4,0.0,9,41,3,68ee2c9_3,True,"In my file system, add the prefix ""YYYY_MM_DD_"" to all file names in the ~/my_downloads/ directory, based on their creation dates, and then move all files not from this year to ~/archive/.",9,0,17,13,8,8,1,4220,13700,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,42,0,6bdbc26_1,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2812,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,42,1,6bdbc26_1,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,42,2,6bdbc26_1,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,8,0.0,0.0,0,0.0,0,1,0.0,0.0,5,42,3,6bdbc26_1,True,How many people follow the artist of the currently playing song on Spotify?,5,0,10,8,6,4,1,1077,3904,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,43,0,6bdbc26_2,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2808,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,43,1,6bdbc26_2,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,43,2,6bdbc26_2,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,8,0.0,0.0,0,0.0,0,2,0.0,0.0,6,43,3,6bdbc26_2,True,How many people follow the artist of the currently playing song on Spotify?,6,0,10,8,6,5,1,1127,4462,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,44,0,6bdbc26_3,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2809,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,44,1,6bdbc26_3,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,44,2,6bdbc26_3,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,9,0.0,0.0,0,0.0,0,2,0.0,0.0,6,44,3,6bdbc26_3,True,How many people follow the artist of the currently playing song on Spotify?,6,0,11,9,7,5,1,1168,13023,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,45,0,6171bbc_1,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2804,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,45,1,6171bbc_1,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,45,2,6171bbc_1,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,16,0.0625,0.0,0,0.0,0,7,0.375,0.0,11,45,3,6171bbc_1,True,"Make me a Spotify playlist called ""My Most Played Album Songs"" containing only the most-played song from each album in my album library.",11,0,20,16,11,10,1,3372,20580,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,46,0,6171bbc_2,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2812,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,46,1,6171bbc_2,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,46,2,6171bbc_2,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,13,0.07692307692307693,0.0,0,0.0,0,5,0.25,0.0,9,46,3,6171bbc_2,True,"Make me a Spotify playlist called ""My Highest Rated Playlist Songs"" containing only the highest-rated song from each of my playlists.",9,0,17,13,9,8,1,3427,8926,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,47,0,6171bbc_3,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2805,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,47,1,6171bbc_3,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,47,2,6171bbc_3,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.07142857142857142,1,14,0.07142857142857142,0.0,0,0.0,0,5,0.4,0.0,9,47,3,6171bbc_3,True,"Make me a Spotify playlist called ""Most Listened Playlist Songs"" containing only the most-played song from each of my playlists.",9,0,18,14,9,8,1,3823,9887,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,48,0,6c2c621_1,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2808,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,48,1,6c2c621_1,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,48,2,6c2c621_1,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,18,0.2222222222222222,0.0,0,0.0,0,8,0.0,0.0,12,48,3,6c2c621_1,True,"Export all my Simple Note notes to ""~/backups/simple_note/"" directory in my file system. The files should be named according to the note title, replacing white space with ""_"", and the extension should be "".md"".",12,0,24,18,12,11,1,3493,18564,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,49,0,6c2c621_2,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2811,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,49,1,6c2c621_2,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,49,2,6c2c621_2,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.07692307692307693,1,13,0.15384615384615385,0.0,0,0.0,0,6,0.0,0.0,10,49,3,6c2c621_2,True,"Export all my Simple Note notes to ""~/backups/notes/"" directory in my file system. The files should be named according to the note title, replacing white space with ""_"", and the extension should be "".md"".",10,0,19,13,10,9,1,3216,11651,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,50,0,6c2c621_3,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2806,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,50,1,6c2c621_3,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,50,2,6c2c621_3,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,13,0.15384615384615385,0.0,0,0.0,0,7,0.0,0.0,11,50,3,6c2c621_3,True,"Export all my Simple Note notes to ""~/backups/simple_notes/"" directory in my file system. The files should be named according to the note title, replacing white space with ""_"", and the extension should be "".md"".",11,0,18,13,10,10,1,5090,12531,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,51,0,396c5a2_1,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2808,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,51,1,396c5a2_1,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,51,2,396c5a2_1,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,10,0.0,0.0,0,0.0,0,4,0.33333333333333337,0.0,8,51,3,396c5a2_1,True,Add all the songs from Lily Moon that have been played over 980 times to my Spotify player queue.,8,0,13,10,7,7,1,2230,19572,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,52,0,396c5a2_2,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2804,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,52,1,396c5a2_2,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,52,2,396c5a2_2,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,12,0.0,0.0,0,0.0,0,3,0.0,0.0,7,52,3,396c5a2_2,True,Add all the songs from Aria Sterling that have been played over 990 times to my Spotify player queue.,7,0,15,12,8,6,1,2304,11482,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,53,0,396c5a2_3,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2805,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,53,1,396c5a2_3,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,53,2,396c5a2_3,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,12,0.0,0.0,0,0.0,0,2,0.0,0.0,6,53,3,396c5a2_3,True,Add all the songs from Astrid Nightshade that have been played over 980 times to my Spotify player queue.,6,0,15,12,8,5,1,2921,11073,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,54,0,4fab96f_1,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2811,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,54,1,4fab96f_1,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,54,2,4fab96f_1,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,20,0.0,0.0,0,0.0,0,8,0.0,-0.16666666666666666,12,54,3,4fab96f_1,True,Send a reminder on Venmo for all my payment requests to my roommates which have not been approved or denied for 30 or more days.,12,1,24,20,10,11,1,3703,25516,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,55,0,4fab96f_2,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2807,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,55,1,4fab96f_2,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,55,2,4fab96f_2,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,10,0.0,0.0,0,0.0,0,4,0.0,0.0,8,55,3,4fab96f_2,True,Send a reminder on Venmo for all my payment requests to my coworkers which have not been approved or denied for 40 or more days.,8,0,14,10,8,7,1,3149,32002,1.0,1.0
0.0,0,7,0.0,0.0,0,0.0,0,5,0.19999999999999996,0.0,9,56,0,4fab96f_3,False,How many playlists do I have in Spotify?,9,0,9,7,7,8,1,2805,3299,,
0.0,0,8,0.0,0.0,0,0.0,0,7,0.0,0.0,11,56,1,4fab96f_3,False,What is the title of the most-liked song in my Spotify playlists.,11,0,10,8,8,10,1,4432,2330,,
0.0,0,11,0.0,0.0,0,0.0,0,12,0.1428571428571429,0.0,16,56,2,4fab96f_3,False,Christopher has asked for my movie recommendations via phone text message. Reply to them with a list of comma-separated movie titles from my Simple Note account as per their request.,16,0,15,11,11,15,1,6991,4424,,
0.0,0,10,0.0,0.0,0,0.0,0,4,0.0,0.0,8,56,3,4fab96f_3,True,Send a reminder on Venmo for all my payment requests to my roommates which have not been approved or denied for 50 or more days.,8,0,14,10,8,7,1,4249,8672,1.0,1.0
